0.04195667	0.0178625	0.0158988	-0.013797826	-0.01220351	-0.012708349	-0.08896519	0.030478902	-0.0059453365	0.042571355	0.034801863	0.0033554735	0.0040394687	0.0042222836	0.053311918	0.008456238
0.13697027	0.10884272	-0.068679124	-0.052362498	-0.006831751	0.14928538	0.04907575	0.06525104	0.009387112	0.062629655	0.13757509	0.13703158	0.009212302	-0.120918706	0.13209379	-0.057575583
0.22568803	0.10428225	-0.069426164	-0.15711291	0.0034661994	0.18286413	-0.023078758	0.120996036	0.05038922	0.13180941	0.14517842	0.1759895	-0.06610383	-0.17421697	0.24738029	-0.019868165
-0.4702989	-0.37906748	0.32420942	0.3389993	0.21669056	-0.47599828	-0.33747163	-0.430801	-0.25841323	-0.4340442	-0.28822628	-0.44675288	0.16867669	0.5171623	-0.5230406	0.28512543
0.03816762	-0.034837198	0.05864669	0.034358643	0.0664449	-0.01687229	-0.06995257	-0.0006179946	-0.07379845	0.0036231473	0.028850347	0.00872717	-0.0072135096	0.0071661603	-0.06378806	0.06700565
0.077909075	0.08649586	0.006449155	-0.01899877	-0.007942058	0.08498682	0.052340917	0.041564375	0.076164044	0.012369453	0.08874951	0.05878746	-0.02261821	-0.020030089	0.061138526	-0.03966361
-0.43542582	-0.34242082	0.36482692	0.38158333	0.3172077	-0.4209141	-0.24233262	-0.45728996	-0.34940505	-0.45555252	-0.33387238	-0.46433747	0.24774525	0.41265306	-0.4875891	0.32349023
0.09184867	0.0127304	-0.041725196	-0.020436246	-0.06908898	0.060014818	0.03259865	0.06785533	0.07252227	0.093376376	0.058965605	0.015862277	-0.02584618	-0.056465134	0.09070939	-0.069643386
-0.44272763	-0.33736786	0.30588225	0.25312594	0.24887182	-0.37555543	-0.3134757	-0.39792693	-0.24181932	-0.35829955	-0.31167936	-0.3307209	0.22873071	0.36643228	-0.39447197	0.34828448
0.024354838	0.004045951	-0.0039555677	0.053373687	0.0052127386	-0.033662744	-0.003966352	0.0119256545	-0.0088525815	0.057376705	-0.04653638	-0.032283977	-0.02059865	0.01798611	-0.0043657534	0.013046062
-0.48951522	-0.42415607	0.4048902	0.394184	0.33030033	-0.46696004	-0.38634852	-0.39449227	-0.3477723	-0.45633838	-0.3471811	-0.39096597	0.24570198	0.52951807	-0.49540576	0.33145106
0.121323906	0.10935841	-0.023936091	-0.035490487	-0.027107097	0.09450439	0.034596495	0.08000087	0.005600519	0.023138836	0.036204375	0.100437894	0.0055620573	-0.15152001	0.13352914	-0.03657496
-0.30703342	-0.19927734	0.18823415	0.14553206	0.113905646	-0.22731304	-0.07975286	-0.26184767	-0.11963323	-0.23466282	-0.16587454	-0.22318059	0.11811884	0.24498175	-0.25289714	0.0819465
0.36432394	0.2862965	-0.21194877	-0.288157	-0.14696269	0.28868255	0.1743056	0.27757096	0.1895654	0.29677626	0.20559852	0.3326502	-0.14102802	-0.3521162	0.39347947	-0.12241517
-0.003986982	-0.01695469	-0.018836262	0.02361225	-0.052754525	0.013995784	0.023258219	0.04173464	-0.019811345	0.027475946	0.11259403	0.057180762	-0.015374829	-0.062491003	0.01739278	0.036585063
